Item Type;Publication Year;Author;Title;Publication Title;Pages;Num Pages;Volume;Series;Place;Extra;Notes;Correspondance Sudoc;Correspondance BnF
book;1933;Ræstad, Arnold;responsabilités légales des organismes de radiodiffusion;;;30 s.;;;Paris;;Særtrykk av: La radiodiffusion et la paix;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1933;Rokseth, Yvonne;Grieg;;;85 s., LX pl. ill.;;Maitres de la musique ancienne et moderne;Paris;;;['http://www.sudoc.fr/090583078'];['http://catalogue.bnf.fr/ark:/12148/cb35604850t']
book;1934;Permanent Court of International Justice;Legal status of Eastern Greenland : judgment of April 5th, 1933 (series A./B., fascicule no. 53) : minutes of public sittings, oral statements = Statut juridique du Groënland oriental : arrét du 5 avril 1933 ...;;;S. 2585-3282;;Séries C;Leyden;;Fransk og engelsk parallell tekst;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1934;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;564 s.;;T. 6;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;['http://www.sudoc.fr/065731468', 'http://www.sudoc.fr/065582551', 'http://www.sudoc.fr/047898925', 'http://www.sudoc.fr/080920357'];['http://catalogue.bnf.fr/ark:/12148/cb32334138q']
book;1934;Hjort, Johan;crise de la verité;;;275 s. ill.;;Bibliotheque de philosophie scientifique;Paris;;;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb32249407h']
journalArticle;1934;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;623 s.;;T. 5;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;['http://www.sudoc.fr/065731468', 'http://www.sudoc.fr/065582551', 'http://www.sudoc.fr/047898925', 'http://www.sudoc.fr/080920357'];['http://catalogue.bnf.fr/ark:/12148/cb32334138q']
book;1934;Smith, Olaf M.;Le statut juridique des terres polaires;;;199 s. kart;;;Paris;;;['http://www.sudoc.fr/065001982'];['http://catalogue.bnf.fr/ark:/12148/cb326367580', 'http://catalogue.bnf.fr/ark:/12148/cb31378487d', 'http://catalogue.bnf.fr/ark:/12148/cb32636759b', 'http://catalogue.bnf.fr/ark:/12148/cb31378488r']
book;1934;Egilsrud, Johan S.;"""Dialogue des morts"" dans les litteratures francaise, allemande et anglaise. (1644-1789)";;;223 s.;;;Paris;;Avhandling (doktograd);['http://www.sudoc.fr/010437045'];Pas de notice trouvée dans le catalogue de la BnF
book;1934;Ore, Øystein;corps algébriques et la théorie des idéaux;;;2 s. l., 71, [1] s.;;Mémorial des sciences mathématiques;Paris;;"""Index bibliographique"": p. 69-71.";Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb324982836']
journalArticle;1935;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;570 s.;;7;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;['http://www.sudoc.fr/101435274', 'http://www.sudoc.fr/101435266', 'http://www.sudoc.fr/065731476', 'http://www.sudoc.fr/047898860'];['http://catalogue.bnf.fr/ark:/12148/cb322684081', 'http://catalogue.bnf.fr/ark:/12148/cb323341392']
book;1935;Hansen, Björge;Contribution a l'ètude de l'alcoolyse de quelques huiles;;;69 s.;;Thèse;Strasbourg;;;['http://www.sudoc.fr/129099635'];Pas de notice trouvée dans le catalogue de la BnF
book;1935;Bojer, Johan;maison et la mer  : roman;;;308 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb31836699h']
book;1935;Bojer, Johan;maison et la mer;;;S. [302]-337;;;Paris;;I: La Revue de Paris. - 42 année (1935) no 2;['http://www.sudoc.fr/002495945'];['http://catalogue.bnf.fr/ark:/12148/cb35178772d', 'http://catalogue.bnf.fr/ark:/12148/cb31836699h']
journalArticle;1935;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;467 s.;;8;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;['http://www.sudoc.fr/101435274', 'http://www.sudoc.fr/101435266', 'http://www.sudoc.fr/065731476', 'http://www.sudoc.fr/047898860'];['http://catalogue.bnf.fr/ark:/12148/cb322684081', 'http://catalogue.bnf.fr/ark:/12148/cb323341392']
book;1935;Linge, Tore;conception de l'amour dans le drame de Dumas fils et d'Ibsen;;;259 s.;;Bibliothèque de la Revue de littérature comparée;Paris;;Avhandling (doktorgrad) - Université de Paris, 1935;['http://www.sudoc.fr/103141510', 'http://www.sudoc.fr/010437312'];['http://catalogue.bnf.fr/ark:/12148/cb32387182z', 'http://catalogue.bnf.fr/ark:/12148/cb34694114r', 'http://catalogue.bnf.fr/ark:/12148/cb323871839']
book;1936;Hambro, Edvard;L'execution des sentences internationales;;;148 s.;;;Paris;;;['http://www.sudoc.fr/087692724'];['http://catalogue.bnf.fr/ark:/12148/cb322188517']
book;1936;Hamsun, Knut;Vagabonds;;;446 s.;;Romans étrangers;Paris;;;['http://www.sudoc.fr/100975674'];Pas de notice trouvée dans le catalogue de la BnF
book;1936;Vauvert, Finn Duchesne de;Majordome prince des Espions;;;251 s.;;La Guerre secrète;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1936;Nansen, Fridtjof;Vers le pôle;;;468 s. ill.;;;Paris;;;['http://www.sudoc.fr/176300058'];Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1936;Undset, Sigrid;istine Lavransdatter;Christine Lavransdatter;299 s.;;[1];;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1936;Scheel, Olaf;Primo-infection tuberculeuse de l'adolescent et de l'adulte : rapport : 10. conferencia da Uniao internacional contra a tuberculose;;;41 s., pl. ill.;;;Lisboa;;;['http://www.sudoc.fr/199735484'];Pas de notice trouvée dans le catalogue de la BnF
book;1936;Birkeli, Emil;Vazimba de la cote ouest de Madagascar  : notes d'ethnologie;;;67 s. 4°;;Mémoires de l'Académie malgache;Tananarive;;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2024-04-29;['http://www.sudoc.fr/097886785', 'http://www.sudoc.fr/024748730'];['http://catalogue.bnf.fr/ark:/12148/cb31819302s']
journalArticle;1937;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;640 s.;;T. 10;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;['http://www.sudoc.fr/101454961', 'http://www.sudoc.fr/06558256X', 'http://www.sudoc.fr/10145497X', 'http://www.sudoc.fr/04789881X'];['http://catalogue.bnf.fr/ark:/12148/cb32268410k']
book;1937;"Ræstad, Arnold; International Institute of Intellectual Co-operation; International Studies Conference";Mémoire sur les procédures de changements pacifiques : contribution personnelle;;;21 s. 30 cm;;;Paris;;Over tittelen: Conférence permanente des hautes études internationales, Xème session, Paris 18 juin-3 juillet 1937;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1937;Grieg, Nordahl;Mais demain- : pièce en trois actes et six tableaux;;;110 s.;;Petite bibliothèque théatrale;Paris;;;['http://www.sudoc.fr/055869378'];['http://catalogue.bnf.fr/ark:/12148/cb32194580h']
book;1937;Hamsun, Knut;éveil de la glèbe;;;414 s.;;;Paris;;;['http://www.sudoc.fr/100910653'];['http://catalogue.bnf.fr/ark:/12148/cb322201956']
book;1937;"Sømme, Axel; International Institute of Intellectual Co-operation; International Studies Conference";Conclusions préliminaires du Mémoire;;;24 s. 30 cm;;;Paris;;Over tittelen: Conférence permanente des hautes études internationales, Xème session, Paris 18 juin-3 juillet 1937, Conférence générale d'études sur le règlement pacifique des problèmes internationaux;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1937;Gauguin, Pola;Paul Gauguin : mon pere;;;285 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1937;Berggrav, Eivind;Borée : des pêcheurs des Lofoten aux lapons des toundras;;;182 s., pl. ill.;;;Neuchatel;;;['http://www.sudoc.fr/028777433'];Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1937;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;564 s.;;T. 9;;;Place: Paris;"Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17; Inneholder også biografisk stoff, reiser, dikt og brev";['http://www.sudoc.fr/101454961', 'http://www.sudoc.fr/06558256X', 'http://www.sudoc.fr/10145497X', 'http://www.sudoc.fr/04789881X'];['http://catalogue.bnf.fr/ark:/12148/cb32268410k']
book;1937;Bojer, Johan;jour et la nuit  : roman;;;268 s.;;;Paris;;;['http://www.sudoc.fr/046269622', 'http://www.sudoc.fr/001819526'];['http://catalogue.bnf.fr/ark:/12148/cb35178722v']
book;1938;"Ibsen, Henrik; Prozor, M.";"canard sauvage ; Rosmersholm";;;326 s.;;;Paris;;"Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-11-12; Originaltitler: Vildanden ; Rosmersholm";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1938;Undset, Sigrid;istine Lavransdatter;Christine Lavransdatter;444 s.;;[3];;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1938;Undset, Sigrid;istine Lavransdatter;Christine Lavransdatter;428 s.;;[2];;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1938;Ingstad, Helge;Mes chasses dans la toundra canadienne : souvenirs d'un trappeur;;;280 s. kart, pl.;;Bibliothèque géographique;Paris;;;['http://www.sudoc.fr/067165036'];['http://catalogue.bnf.fr/ark:/12148/cb32270595b']
journalArticle;1939;"Ibsen, Henrik; La Chesnais, P.G.";es complètes;Œuvres complètes;654 s.;;11;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-18;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1939;Aall, Christian Hiorth;Contribution a l'etude du carbure de calcium industriel : Thèse;;;179 s. ill.;;;Grenoble;;"Avhandling; Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2014-11-19; Proposition dennee par la Faculte";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1939;"Boye, Th; Academie de droit international";Quelques aspects du developpement des regles de la neutralite;;;72 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1939;Gulbranssen, Trygve;Là-bas - chante la forêt : roman;;;287 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb322099490']
book;1940;Larsen, Sverre;Les indications de l'opération césarienne lorsque l'enfant est mort;;;S. [13]-33;;;Paris;;Avhandling (doktorgrad) - Paris;['http://www.sudoc.fr/121005356'];['http://catalogue.bnf.fr/ark:/12148/cb323508817']
journalArticle;1940;"Ibsen, Henrik; La Chesnais, P.G.";es complètes;Œuvres complètes;445 s.;;T. 12;;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1941;Undset, Sigrid;Onze années : roman;;;294 s.;;;Paris;;;['http://www.sudoc.fr/064370895'];['http://catalogue.bnf.fr/ark:/12148/cb31511994g']
book;1941;Nagell, Trygve;Sur la classification des cubiques planes du premier genrepar des transformations birationnelles dans un domaine de rationalite quelconque;;;;;Nova acta Regiae societatis scientiarum Upsaliensis;Uppsala;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1941;Bojer, Johan;Les hommes du roi : roman;Les hommes du roi;177 s.;;1;;;Place: Paris;;['http://www.sudoc.fr/102716366'];['http://catalogue.bnf.fr/ark:/12148/cb36010935j', 'http://catalogue.bnf.fr/ark:/12148/cb360109346', 'http://catalogue.bnf.fr/ark:/12148/cb31836696g']
journalArticle;1941;"Ibsen, Henrik; La Chesnais, P.G.";es complètes;Œuvres complètes;772 s.;;T. 13;;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1942;Eitrem, S.;Trone et sceptre;;;S. 189-201 ill. 4°;;;København;;"Av: From the collections of the Ny Carlsberg Glyptotek; Behandler et marmorrelieff i museet";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1942;Nagell, Trygve;Sur la resolubilite des equations dophantiennes cubiques a deux inconnues dans un domaine relativement algebrique;;;34 s.;;Nova acta Regiae societatis scientiarum Upsaliensis;Uppsala;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1943;Falkberget, Johan;Lisbet sur la montagne : roman;;;234 s.;;;Paris;;;['http://www.sudoc.fr/101226519'];['http://catalogue.bnf.fr/ark:/12148/cb32090907d']
book;1943;"Bakke, Arnold; Norges ambassade, Bern";Edvard Grieg : 15. VI. 1843 - 4. IX. 1907;;;32 s. ill.;;;Berne;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1943;Kinck, Hans E.;anemone des chaumes  : nouvelles;;;221 s.;;Collection scandinave;Paris;;;['http://www.sudoc.fr/101254121'];['http://catalogue.bnf.fr/ark:/12148/cb323083912']
book;1943;Grieg, Nordahl;Avec les aviateurs norvégiens en Islande;;;8 s.;;;London;;Særtrykk av: La France libre, 15. mai 1943;['http://www.sudoc.fr/094645965'];Pas de notice trouvée dans le catalogue de la BnF
book;1943;Østby, Jan;Roald Amundsen : sa vie et ses expéditions;;;205 s., pl. ill.;;Collection Traducta;Bruxelles;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1944;Aadahl, Thorvald;voute  : roman de moeurs norvégiennes;;;278 s.;;;Paris;;;['http://www.sudoc.fr/101091613'];Pas de notice trouvée dans le catalogue de la BnF
book;1944;Undset, Sigrid;Vers l'avenir : l'odyssée d'une Norvégienne : Oslo - Lillehammer Stockholm - Moscou - Vladivostok - Kobe - Kyoto - New York;;;200 s.;;"Collection ""Le Beffroi""";Lausanne;;;['http://www.sudoc.fr/102565899'];Pas de notice trouvée dans le catalogue de la BnF
book;1944;Haalke, Magnhild;fils d'Alli  : roman;;;251 s. ill.;;;Bruxelles;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1944;Frogner, Carsten;front invisible;;;201 s.;;"Collection ""Le beffroi""";Lausanne;;;['http://www.sudoc.fr/092962688'];Pas de notice trouvée dans le catalogue de la BnF
book;1945;Haukland, Andreas;Helge le viking;;;179 s. ill.;;;Paris;;;['http://www.sudoc.fr/04779870X'];['http://catalogue.bnf.fr/ark:/12148/cb32226913p']
journalArticle;1945;"Ibsen, Henrik; La Chesnais, P.G.";es complètes;Œuvres complètes;659 s.;;T. 14;;;Place: Paris;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-06-17;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1945;"Ibsen, Henrik; La Chesnais, P.G.";Œuvres complètes;Œuvres complètes;446 s.;;T. 16;;;Place: Paris;"Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2010-08-23; Inneholder også manuskriptene til verkene.";['http://www.sudoc.fr/066579376', 'http://www.sudoc.fr/008127204', 'http://www.sudoc.fr/101463251', 'http://www.sudoc.fr/008125198', 'http://www.sudoc.fr/120515725', 'http://www.sudoc.fr/065582586'];['http://catalogue.bnf.fr/ark:/12148/cb42484760v', 'http://catalogue.bnf.fr/ark:/12148/cb32334146b', 'http://catalogue.bnf.fr/ark:/12148/cb323341450', 'http://catalogue.bnf.fr/ark:/12148/cb387043385']
book;1945;Kielland, Axel;Vivre dangereusement!;;;243 s.;;;Neuchatel;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1945;Reiss-Andersen, Gunnar;Trois poèmes;;;[14] bl. 30 cm;;;;;"Hentet fra: Espace : revue mensuelle pour la defence des lettres, h. 2, 1945; Oversatt av Jean Lescoffier";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1945;Worm-Müller, Jacob S.;Norvège sous le joug allemand;;;62 s.;;;Paris;;;['http://www.sudoc.fr/087136082'];Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1945;"Ibsen, Henrik; La Chesnais, P.G.";res complètes;Œuvres complètes;469 s.;;T. 15;;;Place: Paris;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1945;Kristiansen, Kristian;grande épreuve;;;264 s.;;La Caravelle;Lausanne;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1945;Ingstad, Helge;Klondyke Bill;;;203 s.;;;Bruxelles;;;['http://www.sudoc.fr/100719872'];Pas de notice trouvée dans le catalogue de la BnF
book;1946;Bojer, Johan;Souvenirs de jeunesse;;;S. [11]-31;;;Paris;;I: Revue de Paris. - 53e année (1935) no 10;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1946;Gullvåg, Olav;Nous deux;;;372 s.;;Collection la Caravelle;Lausanne;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1946;Haalke, Magnhild;fils d'Alli  : roman;;;280 s.;;Collection escales;Paris;;;['http://www.sudoc.fr/101239181'];['http://catalogue.bnf.fr/ark:/12148/cb32213149j']
book;1946;"Danielssen, D.C.; Boeck, Carl Wilhelm; Souza-Araujo, Heraclides-Cesar de";Atlas de la lèpre;;;57 bl. ill., port. f°;;;Rio de Janeiro;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1946;Undset, Sigrid;Madame Dorthéa : roman;;;287 s.;;Bibliotheque scandinave;Paris;;;['http://www.sudoc.fr/102565309'];['http://catalogue.bnf.fr/ark:/12148/cb37490167f']
book;1946;Nagell, Trygve;points exceptionnels sur les cubiques planes du premier genre;;;34 s.;;Nova acta Regiae societatis scientiarum Upsaliensis;Uppsala;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1946;Rølvaag, O.E.;Pionniers : roman;;;303 s.;;;Bruxelles;;;['http://www.sudoc.fr/102653399'];Pas de notice trouvée dans le catalogue de la BnF
book;1946;Elster, Kristian;Nuages d'eté;;;235 s.;;;Bruxelles;;;['http://www.sudoc.fr/101201095'];['http://catalogue.bnf.fr/ark:/12148/cb320755042']
book;1947;Bojer, Johan;puissance du mensonge  : roman;;;358 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb318367079']
book;1947;Bojer, Johan;apprenti  : souvenirs;;;242 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1947;Bojer, Johan;dernier viking  : roman;;;284 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1947;Undset, Sigrid;orchidées blanches  : roman;;;445 s.;;;Bruxelles;;;['http://www.sudoc.fr/102565759', 'http://www.sudoc.fr/046068449'];Pas de notice trouvée dans le catalogue de la BnF
book;1948;Undset, Sigrid;buisson ardent  : roman;;;445 s.;;;Bruxelles;;;['http://www.sudoc.fr/046068422'];Pas de notice trouvée dans le catalogue de la BnF
book;1948;Haukelid, Knut;épopée de l'eau lourde;;;203 s., pl. ill.;;;Paris;;Senere norske utgaver med tittel: Kampen om tungtvannet;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb32226910n']
book;1948;Just, Ole;Au dessus des mers et des frontiéres : le grand mouvement migratoire de notre siècle : bases démographiques et économiques de la fédération occidentale;;;333 s.;;;Rio de Janeiro;;Elektronisk reproduksjon [Norge] Nasjonalbiblioteket Digital 2014-12-16;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1949;"Bojer, Johan; Coussange, Jacques de";visage du monde  : roman : texte intégral;;;126 s.;;Le chef d'oeuvre, Mensuel littérare;Paris;;"Inneholder også en artikkel om Johan Bojer; Katalogisert etter omslaget; Oversatt av Jaques de Coussance";Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb326584958']
book;1949;"Munch, Edvard; Gran, Henning";Edvard Munch : oeuvres graphiques : exposition placée sous le haut patronage de l'Ambassade de Norvége à Paris et de l'U.N.E.S.C.O du 28 juin au 15 juillet 1949;;;[2] bl. (1 fold.);;;Paris;;"Innledende tekst av Henning Gran; Utstillingskatalog";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1949;"Undset, Sigrid; Hammar, T.";femme fidèle  : roman;;;296 s.;;;Paris;;;['http://www.sudoc.fr/19630122X'];['http://catalogue.bnf.fr/ark:/12148/cb37471339k']
book;1949;Størmer, Carl;Quelques résultats des observations et des mesures photographiques d'aurores boréales dans la Norvège méridienale depuis 1911;;;34 s. ill.;;Chalmers tekniska högskolas handlingar (trykt utg.);Göteborg;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1949;Undset, Sigrid;Jenny : roman;;;302 s.;;Collection scandinave;Paris;;;Pas de notice trouvée dans le Sudoc;['http://catalogue.bnf.fr/ark:/12148/cb315119814']
book;1949;;Norvége boréale;;;S. [71]-81 ill. 31 cm;;;Paris;;"Av: La Revue française de l'élite. 1949, avril; Inneholder bidrag av norske of franske";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1949;Gulbranssen, Trygve;souffle de la montagne  : roman;;;230 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1949;Bojer, Johan;compagnon  : souvenirs;;;355 s.;;;Paris;;;['http://www.sudoc.fr/001819364'];['http://catalogue.bnf.fr/ark:/12148/cb35178566x', 'http://catalogue.bnf.fr/ark:/12148/cb318366865']
book;1950;Hamsun, Knut;Faim;;;249 s. port.;;;Paris;;;['http://www.sudoc.fr/120454548'];['http://catalogue.bnf.fr/ark:/12148/cb322201987', 'http://catalogue.bnf.fr/ark:/12148/cb32606008w', 'http://catalogue.bnf.fr/ark:/12148/cb32220199k']
book;1950;Rølvaag, O.E.;Fils de pionniers : roman;;;363 s.;;;Paris;;;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1950;"Palais des beaux-arts (Brussel); Belgia";Siecle de peinture norvegienne;;;34 s., [12] bl. ill.;;;Bruxelles;;Over tittelen: Ministere de l'instruction publique;Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
book;1950;"Hamsun, Knut; Sautreau, Georges; Le club francais du livre; Le club francais du livre";faim;;;267 s.;;Romans;Paris;;"Begrenset opplag utenfor salg, eks. 365/3000; ""Reproduit avec l'autorisation des Presses Universitaires de France "" - tittelbladets bakside";Pas de notice trouvée dans le Sudoc;Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1950;Undset, Sigrid;Olav Audunssœn;Olav Audunssœn;372 s.;;4;;;Place: Paris;;['http://www.sudoc.fr/102565635', 'http://www.sudoc.fr/078400589', 'http://www.sudoc.fr/105855731'];['http://catalogue.bnf.fr/ark:/12148/cb322042088']
book;1950;"Undset, Sigrid; Metzger, M.; Hammar, Thekla";Ida-Elisabeth : roman;;;342 s.;;;Bruxelles;;;['http://www.sudoc.fr/046068414'];Pas de notice trouvée dans le catalogue de la BnF
journalArticle;1950;Undset, Sigrid;Olav Audunssœn;Olav Audunssœn;412 s.;;1;;;Place: Paris;;['http://www.sudoc.fr/102565635', 'http://www.sudoc.fr/078400589', 'http://www.sudoc.fr/105855731'];['http://catalogue.bnf.fr/ark:/12148/cb322042088']
journalArticle;1950;Undset, Sigrid;Olav Audunssœn;Olav Audunssœn;271 s.;;3;;;Place: Paris;;['http://www.sudoc.fr/102565635', 'http://www.sudoc.fr/078400589', 'http://www.sudoc.fr/105855731'];['http://catalogue.bnf.fr/ark:/12148/cb322042088']
book;1950;Hamsun, Knut;faim;;;284 s. port. 23 cm;;Grand prix des meilleurs romans étrangers;Paris;;;['http://www.sudoc.fr/120454548'];['http://catalogue.bnf.fr/ark:/12148/cb322201987', 'http://catalogue.bnf.fr/ark:/12148/cb32606008w', 'http://catalogue.bnf.fr/ark:/12148/cb32220199k']
journalArticle;1950;Undset, Sigrid;Olav Audunssœn;Olav Audunssœn;315 s.;;2;;;Place: Paris;;['http://www.sudoc.fr/102565635', 'http://www.sudoc.fr/078400589', 'http://www.sudoc.fr/105855731'];['http://catalogue.bnf.fr/ark:/12148/cb322042088']
